Peaks,YoungWT1_Ly6Chigh,YoungWT2_Ly6Chigh,YoungWT3_Ly6Chigh,OldWT1_Ly6Chigh,OldWT2_Ly6Chigh,OldWT3_Ly6Chigh,y,o
Merged-chrX-134551079-3,4.195670466,0.784950645,0.914776257,9.526068654,11.50560789,5.200965315,1.965132456,8.744213953
Merged-chr11-30190170-5,3.931186282,1.450305805,2.120114017,8.80957802,10.23944051,14.22886401,2.500535368,11.09262751
Merged-chr8-108827724-4,4.196379074,0.784950645,2.120114017,14.76899845,11.50560789,5.200965315,2.367147912,10.49185722
Merged-chr19-43809572-3,3.603441761,0.784950645,0,5.525170884,8.616796932,5.11678361,1.462797469,6.419583809
Merged-chr2-52378525-4,4.559205934,0,0.914776257,8.166181872,10.23944051,5.265942068,1.82466073,7.890521483
Merged-chr2-126363211-4,4.356971098,0.784950645,2.019544505,9.514344261,3.5946972,17.05594537,2.387155416,10.05499561
Merged-chr8-57541561-6,3.492411343,6.233066583,3.846751439,20.90145927,13.55945172,22.42288284,4.524076455,18.96126461
Merged-chr7-64071151-11,3.492411343,1.450305805,2.253568976,2.12677581,11.19751682,16.67060734,2.398762041,9.99829999
Merged-chr18-45886563-5,1.114754386,3.513151424,2.019544505,8.80957802,10.23944051,8.562242744,2.215816772,9.203753758
Merged-chr9-9653675-6,2.640014503,8.81725382,3.846751439,17.76124601,22.99518965,22.42288284,5.101339921,21.05977283
Merged-chr3-50063598-12,7.43205234,8.9367604,13.35823959,27.62809314,63.78484549,28.45772802,9.909017443,39.95688888
Merged-chr7-120873135-6,3.492411343,2.774394521,2.253568976,15.14146222,10.05326886,8.562242744,2.840124947,11.25232461
Merged-chr3-57252733-9,4.559205934,3.703246604,13.19774147,28.31650078,40.03572711,16.43152432,7.153398003,28.26125074
Merged-chrX-57314126-2,3.018864042,0,2.019544505,1.452128245,1.930865925,16.43152432,1.679469516,6.604839497
Merged-chr7-16746287-4,3.089440803,1.450305805,2.253568976,9.526068654,3.5946972,13.49846748,2.264438528,8.873077778
Merged-chr2-27922271-13,4.195670466,1.450305805,2.253568976,17.76124601,8.013475182,5.11678361,2.633181749,10.29716827
Merged-chr5-77154879-2,2.635628186,1.543019418,2.019544505,12.17706177,6.80754012,5.11678361,2.066064036,8.033795167
Merged-chr12-31551459-5,3.089440803,1.450305805,0.914776257,10.39591812,5.485414559,5.200965315,1.818174288,7.027432665
Merged-chr6-36137432-16,3.089440803,9.297304305,3.846751439,23.7117614,22.24618659,16.67060734,5.411165516,20.87618511
Merged-chr8-12725002-6,3.890143056,1.543019418,2.253568976,10.33639139,5.684324919,13.49846748,2.562243817,9.83972793
Merged-chr7-85001636-2,0.652428493,0.784950645,3.846751439,9.514344261,5.485414559,5.265942068,1.761376859,6.755233629
Merged-chr8-84532899-2,4.559205934,0.784950645,2.019544505,2.12677581,3.601082098,22.42288284,2.454567028,9.383580249
Merged-chr4-32189833-3,3.890143056,1.450305805,2.019544505,14.76899845,2.376241469,10.89552874,2.453331122,9.346922886
Merged-chr8-26239730-12,2.436195754,2.774394521,2.019544505,14.76899845,6.80754012,5.928693338,2.410044927,9.168410636
Merged-chr5-122669270-3,5.38716003,1.543019418,0,3.014684493,10.05326886,13.22427986,2.310059816,8.764077738
Merged-chr4-141161614-2,2.985610272,1.543019418,2.120114017,5.409390012,11.19751682,8.562242744,2.216247902,8.389716525
Merged-chr15-102025868-5,5.465560712,2.774394521,2.120114017,9.514344261,15.83913454,13.49846748,3.453356417,12.95064876
Merged-chr9-29750792-8,3.492411343,2.774394521,2.253568976,15.14146222,11.50560789,5.265942068,2.840124947,10.63767073
Merged-chr1-171171369-5,6.419968726,1.543019418,2.253568976,14.98793992,6.80754012,16.43152432,3.40551904,12.74233479
Merged-chr4-55580940-5,4.233833095,3.703246604,0.914776257,11.72439219,8.013475182,13.22427986,2.950618652,10.98738241
Merged-chr13-91133596-5,3.890143056,0.784950645,2.120114017,5.525170884,11.19751682,8.562242744,2.265069239,8.428310149
Merged-chr4-104911884-5,2.640014503,2.774394521,2.253568976,15.14146222,8.013475182,5.265942068,2.555992667,9.47362649
Merged-chr18-80236708-3,4.195670466,2.774394521,2.253568976,14.76899845,5.684324919,13.49846748,3.074544654,11.31726362
Merged-chr2-77454746-8,2.951189702,6.233066583,3.846751439,16.67233223,20.2847684,10.89552874,4.343669241,15.95087646
Merged-chr6-139874644-7,1.002243448,3.513151424,4.852879588,10.33639139,18.92248606,5.11678361,3.122758153,11.45855369
Merged-chr15-96852157-8,6.419716249,3.703246604,2.253568976,15.14146222,13.55945172,16.67060734,4.12551061,15.12384043
Merged-chr8-22260586-5,4.195670466,2.774394521,3.846751439,8.166181872,12.51487173,18.80012802,3.605605475,13.16039387
Merged-chr1-133896552-4,6.086594589,1.543019418,0.914776257,14.76899845,5.485414559,10.89552874,2.848130088,10.38331392
Merged-chr1-77044297-7,2.985610272,8.9367604,3.846751439,14.76899845,22.37378597,20.14462202,5.256374037,19.09580215
Merged-chr14-47513860-11,6.726762734,6.436595288,4.852879588,12.55663835,21.23259208,31.58641391,6.005412537,21.79188145
Merged-chr7-139138226-3,3.603441761,3.703246604,2.019544505,17.36745381,11.19751682,5.200965315,3.10874429,11.25531198
Merged-chr16-76225247-4,4.233833095,1.450305805,5.325370907,8.166181872,17.3743698,14.22886401,3.669836602,13.25647189
Merged-chr6-108408338-13,4.233833095,1.543019418,2.019544505,12.17706177,5.04330652,10.89552874,2.598799006,9.371965677
Merged-chr8-10172503-7,4.233833095,3.703246604,5.325370907,17.36745381,10.29888574,20.14462202,4.420816869,15.93698719
Merged-chr9-55283097-2,4.195670466,0.784950645,0.914776257,14.76899845,5.438329456,1.012385061,1.965132456,7.073237656
Merged-chr16-77488347-3,2.436195754,2.774394521,3.846751439,5.409390012,10.23944051,16.86212781,3.019113905,10.83698611
Merged-chr14-48457546-17,2.985610272,3.703246604,2.120114017,15.14146222,11.19751682,5.200965315,2.936323631,10.51331479
Merged-chr2-170104075-4,3.492411343,3.703246604,2.120114017,9.514344261,10.23944051,13.49846748,3.105257321,11.08408408
Merged-chr1-156537180-4,3.089440803,1.543019418,2.120114017,9.514344261,8.616796932,5.928693338,2.250858079,8.019944844
Merged-chr9-116101326-2,4.196379074,3.703246604,2.253568976,17.15009365,13.55945172,5.265942068,3.384398218,11.99182915
Merged-chr9-122225523-3,3.089440803,3.513151424,2.120114017,5.525170884,8.616796932,16.67060734,2.907568748,10.27085839
Merged-chr3-57222771-20,4.233833095,7.026302849,20.71505342,37.24431472,33.79015368,41.71514349,10.65839645,37.58320396
Merged-chrX-10108702-2,1.789388501,2.774394521,2.120114017,11.72439219,8.956426278,2.536525208,2.22796568,7.739114559
Merged-chr18-65524713-6,6.086594589,3.703246604,2.019544505,9.514344261,18.25000117,13.22427986,3.936461899,13.6628751
Merged-chr17-46629035-2,4.857626686,3.513151424,2.019544505,9.514344261,5.485414559,20.98398127,3.463440872,11.99458003
Merged-chr1-143465047-17,4.857626686,6.436595288,5.325370907,9.526068654,27.59631426,20.14462202,5.539864294,19.08900164
Merged-chr2-32389344-8,4.195670466,3.703246604,0.914776257,15.14146222,10.05326886,5.11678361,2.937897776,10.10383823
Merged-chr10-34194720-5,7.43205234,1.450305805,3.846751439,8.166181872,18.92248606,16.67060734,4.243036528,14.58642509
Merged-chr1-64448250-8,4.559205934,0,0.914776257,8.166181872,5.363516458,5.265942068,1.82466073,6.265213466
Merged-chr10-68145689-17,4.857626686,3.703246604,0.914776257,10.39591812,8.616796932,13.49846748,3.158549849,10.83706084
Merged-chr17-80686245-7,4.233833095,3.513151424,2.120114017,14.98793992,13.55945172,5.265942068,3.289032845,11.27111124
Merged-chr6-42380638-3,3.492411343,0,2.253568976,14.98793992,2.073015563,2.536525208,1.915326773,6.532493564
Merged-chr5-138831970-6,4.195670466,3.703246604,2.120114017,8.80957802,11.50560789,13.49846748,3.339677029,11.2712178
Merged-chr5-24208216-3,3.089440803,2.774394521,2.120114017,4.801990711,11.19751682,10.89552874,2.661316447,8.96501209
Merged-chr3-88740063-4,6.249578193,2.774394521,2.019544505,10.39591812,10.05326886,16.67060734,3.681172406,12.37326477
Merged-chr7-119921238-4,3.089440803,1.543019418,2.120114017,5.409390012,8.616796932,8.562242744,2.250858079,7.529476563
Merged-chr3-129472105-6,6.96207082,2.774394521,2.253568976,11.72439219,17.3743698,10.89552874,3.996678106,13.33143024
Merged-chr9-56889926-4,4.196379074,1.450305805,4.852879588,10.39591812,8.013475182,16.43152432,3.499854822,11.61363921
Merged-chr1-36233411-18,4.857626686,3.703246604,0,9.526068654,5.363516458,13.49846748,2.85362443,9.462684197
Merged-chr3-121545658-10,5.465560712,3.703246604,2.120114017,12.55663835,8.013475182,16.86212781,3.762973778,12.47741378
Merged-chr15-96627426-4,4.196379074,3.513151424,2.253568976,9.514344261,10.23944051,13.22427986,3.321033158,10.99268821
Merged-chr5-124909061-2,2.436195754,3.513151424,0.914776257,11.72439219,5.04330652,5.928693338,2.288041145,7.565464016
Merged-chr8-25627458-5,6.90469616,2.774394521,0,17.36745381,8.616796932,5.928693338,3.22636356,10.63764803
Merged-chr4-32411418-6,6.726762734,2.774394521,2.253568976,14.98793992,10.23944051,13.49846748,3.918242077,12.90861597
Merged-chr1-137396918-16,4.857626686,3.703246604,2.253568976,9.526068654,12.51487173,13.49846748,3.604814089,11.84646929
Merged-chr18-32505045-13,4.559205934,1.450305805,3.846751439,9.526068654,8.616796932,14.22886401,3.285421059,10.79057653
Merged-chr1-85111759-11,6.419716249,13.47834056,10.69610608,39.29227719,26.08362741,34.96349193,10.1980543,33.44646551
Merged-chr6-52610830-3,4.196379074,1.450305805,2.120114017,12.17706177,8.013475182,5.265942068,2.588932965,8.485493007
Merged-chr12-16053214-19,6.086594589,0.784950645,3.846751439,10.39591812,11.19751682,13.49846748,3.572765558,11.69730081
Merged-chr3-107983833-5,6.726762734,2.774394521,0.914776257,10.39591812,6.80754012,16.86212781,3.471977837,11.35519535
Merged-chr11-115999754-4,6.726762734,1.450305805,2.120114017,8.166181872,8.616796932,16.86212781,3.432394185,11.21503554
Merged-chr13-52253157-3,6.086594589,1.450305805,0.914776257,4.725041846,8.616796932,14.22886401,2.81722555,9.190234263
Merged-chr8-94458663-5,3.931186282,0.784950645,2.253568976,9.514344261,8.013475182,5.200965315,2.323235301,7.576261586
Merged-chr6-147698437-15,3.931186282,1.450305805,11.17194833,9.526068654,20.85054855,23.56871802,5.517813472,17.98177841
Merged-chr7-84272551-13,2.436195754,3.513151424,2.253568976,10.39591812,5.438329456,10.89552874,2.734305385,8.909925439
Merged-chr4-133217760-3,6.079502033,1.543019418,2.019544505,10.33639139,6.80754012,14.22886401,3.214021985,10.45759851
Merged-chr9-52234947-5,3.089440803,2.774394521,2.120114017,9.514344261,11.08664101,5.265942068,2.661316447,8.622309113
Merged-chr1-40392754-8,8.731028357,1.450305805,2.253568976,15.14146222,8.616796932,16.43152432,4.144967713,13.39659449
Merged-chr7-125539457-14,4.857626686,1.450305805,2.120114017,5.409390012,5.363516458,16.43152432,2.809348836,9.068143597
Merged-chr12-115771975-3,2.436195754,3.513151424,0,10.33639139,3.601082098,5.265942068,1.983115726,6.401138519
Merged-chr1-91087082-3,4.196379074,1.543019418,2.120114017,11.72439219,5.04330652,8.562242744,2.619837503,8.443313818
Merged-chr10-128578479-5,3.492411343,1.450305805,0.914776257,9.514344261,6.80754012,2.536525208,1.952497802,6.28613653
Merged-chr13-59697554-10,3.931186282,0,3.846751439,8.80957802,10.23944051,5.928693338,2.592645907,8.325903956
Merged-chr14-22587436-15,6.90469616,3.703246604,0.914776257,8.80957802,11.50560789,16.67060734,3.84090634,12.32859775
Merged-chr16-22302815-5,3.809903283,1.450305805,0.914776257,8.80957802,5.684324919,5.265942068,2.058328448,6.586615002
Merged-chr3-27280359-12,4.195670466,2.774394521,2.120114017,9.514344261,8.616796932,10.89552874,3.030059668,9.675556644
Merged-chr17-33992001-10,7.060503904,1.450305805,2.253568976,14.76899845,8.616796932,10.89552874,3.588126228,11.42710804
Merged-chr1-106401051-9,5.465560712,3.703246604,2.120114017,10.39591812,8.616796932,16.86212781,3.762973778,11.95828095
Merged-chr3-65882323-6,5.38716003,3.703246604,2.253568976,14.76899845,8.013475182,13.22427986,3.781325203,12.00225116
Merged-chr16-48818742-16,3.018864042,2.774394521,2.253568976,9.514344261,10.05326886,5.928693338,2.682275846,8.49876882
Merged-chr4-147586962-12,5.893444141,12.82737851,5.325370907,17.15009365,24.25959752,34.77699702,8.015397853,25.39556273
Merged-chr16-19671173-17,4.356971098,1.543019418,4.852879588,9.526068654,10.29888574,14.22886401,3.584290035,11.3512728
Merged-chr9-40531399-4,3.492411343,2.774394521,7.263974308,14.76899845,11.19751682,16.86212781,4.510260057,14.27621436
Merged-chr13-64100400-7,3.931186282,1.450305805,2.019544505,4.801990711,10.05326886,8.562242744,2.467012197,7.805834105
Merged-chr13-58593359-16,3.089440803,2.774394521,2.120114017,5.409390012,14.53339943,5.265942068,2.661316447,8.402910503
Merged-chr11-5012737-9,5.893444141,1.450305805,4.852879588,9.514344261,12.51487173,16.43152432,4.065543178,12.82024677
Merged-chr2-125662443-3,4.195670466,1.450305805,2.019544505,2.12677581,5.363516458,16.67060734,2.555173592,8.053633203
Merged-chr18-64635484-9,8.731028357,3.703246604,3.846751439,11.72439219,16.73417135,22.42288284,5.4270088,16.96048213
Merged-chr3-57550686-18,5.893444141,3.703246604,2.120114017,15.14146222,18.92248606,2.536525208,3.905601587,12.20015783
Merged-chr19-53888543-16,9.802859823,2.774394521,2.253568976,17.36745381,12.51487173,16.43152432,4.943607773,15.43794995
Merged-chr7-24753674-11,4.857626686,1.450305805,2.253568976,10.33639139,11.19751682,5.200965315,2.853833822,8.911624508
Merged-chr5-64140459-10,7.060503904,13.51685011,2.019544505,24.96047106,17.14394049,28.45772802,7.532299506,23.52071319
Merged-chr1-195176680-9,3.603441761,6.436595288,2.253568976,4.801990711,12.51487173,20.98398127,4.097868675,12.7669479
Merged-chr4-147269950-4,5.38716003,8.9367604,7.263974308,17.36745381,22.99518965,26.70961044,7.195964913,22.35741797
Merged-chr7-134062799-12,1.002243448,3.703246604,3.846751439,10.33639139,10.23944051,5.928693338,2.850747164,8.834841746
Merged-chr1-87035854-6,4.559205934,6.233066583,0.914776257,14.76899845,8.013475182,13.49846748,3.902349591,12.09364704
Merged-chr11-73007876-4,3.492411343,3.513151424,2.120114017,5.409390012,8.616796932,14.22886401,3.041892261,9.418350318
Merged-chr2-118522483-3,3.890143056,1.543019418,2.253568976,12.17706177,5.684324919,5.928693338,2.562243817,7.930026676
Merged-chr6-52680083-2,3.890143056,1.450305805,2.019544505,3.014684493,11.19751682,8.562242744,2.453331122,7.591481352
Merged-chr4-94477137-4,2.436195754,2.774394521,4.852879588,12.17706177,5.438329456,13.49846748,3.354489954,10.37128624
Merged-chr19-48063458-7,4.857626686,3.513151424,5.325370907,14.76899845,18.92248606,8.562242744,4.565383006,14.08457575
Merged-chr2-72035777-3,4.196379074,1.450305805,2.019544505,14.76899845,3.5946972,5.265942068,2.555409795,7.876545906
Merged-chr5-118592189-3,4.233833095,1.543019418,2.120114017,5.525170884,10.23944051,8.562242744,2.632322177,8.108951379
Merged-chr15-12433061-11,4.857626686,2.774394521,5.325370907,11.72439219,11.50560789,16.67060734,4.319130705,13.30020247
Merged-chr12-89291448-21,3.089440803,6.436595288,8.967237463,14.76899845,31.19996769,10.89552874,6.164424518,18.95483163
Merged-chr13-58618686-3,3.492411343,3.513151424,2.019544505,5.525170884,8.616796932,13.49846748,3.008369091,9.213478432
Merged-chr19-57782876-19,6.249578193,1.450305805,3.846751439,12.17706177,8.956426278,14.22886401,3.848878479,11.78745069
Merged-chr14-34502813-18,3.089440803,9.297304305,3.846751439,16.15338584,20.2847684,13.22427986,5.411165516,16.5541447
Merged-chr9-43303193-11,6.419716249,3.703246604,2.019544505,10.39591812,12.51487173,14.22886401,4.047502453,12.37988462
Merged-chr13-24414821-7,6.726762734,3.513151424,2.120114017,12.17706177,6.80754012,18.80012802,4.120009392,12.59490997
Merged-chr5-121628067-3,6.726762734,1.543019418,2.120114017,11.72439219,6.80754012,13.22427986,3.463298723,10.58540406
Merged-chr9-3024468-16,1888.19959,1746.884661,2239.289272,2748.788181,6063.065005,9136.956986,1958.124508,5982.936724
Merged-chr6-5211888-5,5.38716003,1.450305805,3.846751439,9.526068654,14.53339943,8.562242744,3.561405758,10.87390361
Merged-chr7-12874501-2,3.890143056,3.513151424,2.120114017,5.525170884,10.05326886,13.49846748,3.174469499,9.692302408
Merged-chr13-24586926-5,6.812156826,1.450305805,2.120114017,14.98793992,11.50560789,5.200965315,3.460858883,10.56483771
Merged-chr5-88519445-4,5.465560712,3.703246604,2.253568976,9.514344261,8.616796932,16.67060734,3.807458764,11.60058284
Merged-chr19-36768273-9,3.018864042,3.703246604,4.852879588,9.526068654,12.51487173,13.22427986,3.858330078,11.75507341
Merged-chr2-177321366-7,4.195670466,9.297304305,7.263974308,14.98793992,19.76754877,28.45772802,6.918983026,21.07107224
Merged-chr6-16978356-6,4.559205934,1.450305805,3.846751439,8.166181872,8.616796932,13.22427986,3.285421059,10.00241955
Merged-chr15-8382460-9,6.96207082,2.774394521,2.253568976,9.526068654,10.23944051,16.67060734,3.996678106,12.14537217
Merged-chr17-8994378-8,3.931186282,3.513151424,3.846751439,14.76899845,8.616796932,10.89552874,3.763696382,11.42710804
Merged-chr19-32292655-8,6.13701727,3.513151424,5.325370907,17.36745381,14.53339943,13.49846748,4.991846534,15.13310691
Merged-chr11-4083556-5,4.233833095,3.513151424,2.120114017,12.17706177,12.51487173,5.200965315,3.289032845,9.964299605
Merged-chr3-52927474-2,4.195670466,3.703246604,0,2.12677581,5.363516458,16.43152432,2.632972357,7.973938863
Merged-chr14-65781734-18,4.356971098,2.774394521,3.846751439,8.166181872,8.616796932,16.43152432,3.659372353,11.07150104
Merged-chr6-8087092-12,4.559205934,1.450305805,0,2.142870329,10.05326886,5.928693338,2.00317058,6.041610842
Merged-chr18-43393530-5,2.39767471,3.513151424,2.019544505,8.80957802,12.51487173,2.536525208,2.64345688,7.953658319
Merged-chr13-100414365-4,5.38716003,1.543019418,2.120114017,9.514344261,12.51487173,5.200965315,3.016764488,9.076727102
Merged-chr14-15205760-10,1.789388501,3.703246604,3.846751439,11.72439219,5.438329456,10.89552874,3.113128848,9.352750129
Merged-chr4-32171019-2,4.195670466,1.543019418,2.019544505,9.514344261,11.19751682,2.536525208,2.58607813,7.749462096
Merged-chr2-109431012-7,3.809903283,1.543019418,3.846751439,5.525170884,16.73417135,5.265942068,3.066558047,9.175094767
Merged-chr19-21115949-7,3.890143056,1.450305805,2.120114017,9.526068654,10.23944051,2.536525208,2.486854293,7.434011457
Merged-chr11-88054819-6,6.96207082,3.703246604,0.914776257,2.12677581,10.05326886,22.42288284,3.860031227,11.53430917
Merged-chr6-35245265-3,3.603441761,3.703246604,0.914776257,8.166181872,11.19751682,5.200965315,2.740488207,8.188221336
Merged-chr5-36373439-2,0.95554173,6.436595288,2.019544505,9.526068654,5.363516458,13.22427986,3.137227174,9.371288324
Merged-chr8-26768390-2,2.635628186,1.543019418,4.852879588,10.39591812,5.684324919,10.89552874,3.010509064,8.991923926
Merged-chr16-24275663-2,3.809903283,2.774394521,2.120114017,11.72439219,5.684324919,8.562242744,2.901470607,8.656986618
Merged-chr9-44685485-2,7.117897839,1.450305805,2.120114017,14.98793992,3.601082098,13.22427986,3.562772554,10.60443396
Merged-chr11-46299347-7,4.857626686,3.703246604,2.019544505,11.72439219,11.19751682,8.562242744,3.526805932,10.49471725
Merged-chr11-97284845-12,5.893444141,3.513151424,2.019544505,14.98793992,5.485414559,13.49846748,3.808713357,11.32394065
Merged-chrX-94198008-3,3.018864042,0.784950645,4.852879588,9.526068654,10.23944051,5.928693338,2.885564758,8.564734167
Merged-chr13-35947549-6,4.857626686,2.774394521,2.019544505,14.98793992,5.04330652,8.562242744,3.217188571,9.531163061
Merged-chr8-119748261-2,3.089440803,3.513151424,2.120114017,15.14146222,5.485414559,5.200965315,2.907568748,8.609280698
Merged-chr8-25774922-4,3.603441761,1.450305805,0,2.929293184,6.80754012,5.200965315,1.684582522,4.979266206
Merged-chr16-76561907-7,7.421374104,9.297304305,2.120114017,22.38499333,19.76754877,13.49846748,6.279597475,18.55033653
Merged-chr18-64533084-5,4.559205934,1.450305805,4.852879588,14.98793992,14.53339943,2.536525208,3.620797109,10.68595485
Merged-GL456210.1-137560-2,8.481570404,3.703246604,2.253568976,10.33639139,18.7723076,13.49846748,4.812795328,14.20238882
Merged-chr10-126876449-3,3.018864042,1.450305805,2.019544505,8.166181872,5.684324919,5.265942068,2.162904784,6.37214962
Merged-chr16-19246009-8,1.114754386,1.543019418,4.852879588,9.526068654,10.05326886,2.536525208,2.503551131,7.371954241
Merged-chr13-111777426-3,5.893444141,0,2.120114017,9.526068654,5.485414559,8.562242744,2.671186053,7.857908652
Merged-chr15-7039996-5,5.38716003,2.774394521,2.019544505,8.166181872,5.04330652,16.67060734,3.393699685,9.960031911
Merged-chr5-29839623-3,5.465560712,3.703246604,2.120114017,12.17706177,10.05326886,10.89552874,3.762973778,11.04195312
Merged-chr15-55191379-4,3.089440803,1.450305805,0.914776257,5.525170884,5.363516458,5.11678361,1.818174288,5.335156984
Merged-chr1-127318474-8,3.089440803,2.774394521,5.325370907,10.39591812,5.684324919,16.67060734,3.72973541,10.91695013
Merged-chr9-85779641-4,3.809903283,1.450305805,2.253568976,5.525170884,11.19751682,5.265942068,2.504592688,7.329543257
Merged-JH584304.1-106827-10,144.5652238,344.3190733,340.3919966,766.2856412,547.438244,1112.854381,276.4254312,808.8594221
Merged-chr3-149170444-13,2.640014503,1.543019418,7.263974308,5.525170884,11.50560789,16.43152432,3.81566941,11.15410103
Merged-chr1-141811864-10,2.436195754,8.9367604,15.75244714,19.15527994,39.07704848,20.98398127,9.041801098,26.40543656
Merged-chr4-147423871-6,7.392040609,8.81725382,15.25878071,17.36745381,20.85054855,53.54787487,10.48935838,30.58862574
Merged-chr8-25792589-2,4.356971098,1.543019418,0,8.166181872,8.013475182,1.012385061,1.966663505,5.730680705
Merged-chr4-124772342-4,5.465560712,3.703246604,2.019544505,14.76899845,3.5946972,14.22886401,3.729450607,10.86418655
Merged-chr16-49952018-3,3.089440803,2.774394521,0.914776257,11.72439219,5.485414559,2.536525208,2.259537194,6.582110652
Merged-chr9-14010383-2,2.635628186,1.543019418,2.120114017,2.12677581,10.23944051,5.928693338,2.099587207,6.098303219
Merged-chr2-32874195-2,7.392040609,3.513151424,0,9.514344261,5.438329456,16.67060734,3.635064011,10.54109369
Merged-chr7-99865383-5,4.195670466,1.450305805,3.846751439,5.409390012,8.616796932,13.49846748,3.16424257,9.174884808
Merged-chrX-42401969-9,6.249578193,3.513151424,4.852879588,8.80957802,11.08664101,22.42288284,4.871869735,14.10636729
Merged-chr16-10676805-4,3.931186282,1.543019418,7.263974308,8.80957802,11.19751682,16.86212781,4.246060003,12.28974088
Merged-chr18-55134008-7,3.809903283,3.703246604,2.253568976,8.166181872,11.50560789,8.562242744,3.255572954,9.411344169
Merged-chr15-73757330-5,2.985610272,2.774394521,5.325370907,11.72439219,6.80754012,13.49846748,3.695125233,10.67679993
Merged-chr17-24632667-19,8.031790155,10.39186719,3.846751439,25.30410708,22.37378597,16.67060734,7.423469595,21.44950013
Merged-chr13-100142066-17,2.985610272,3.513151424,2.120114017,10.39591812,3.601082098,10.89552874,2.872958571,8.297509653
Merged-chr17-35115616-12,2.985610272,6.233066583,2.120114017,17.36745381,2.073015563,13.22427986,3.779596957,10.88824974
Merged-chr13-94058021-11,6.812156826,2.774394521,2.120114017,11.72439219,11.08664101,10.89552874,3.902221788,11.23552065
Merged-chr7-16809923-3,3.018864042,1.450305805,2.253568976,5.409390012,8.013475182,5.928693338,2.240912941,6.450519511
Merged-chr3-152928794-4,3.492411343,1.450305805,0,2.929293184,5.363516458,5.928693338,1.647572383,4.740500993
Merged-chr11-115881232-4,3.809903283,1.450305805,2.019544505,9.526068654,5.485414559,5.928693338,2.426584531,6.98005885
Merged-chr15-96543284-7,2.985610272,1.543019418,4.852879588,8.166181872,5.363516458,13.22427986,3.127169759,8.91799273
Merged-chr17-43458787-4,5.38716003,1.450305805,2.253568976,14.76899845,8.616796932,2.536525208,3.030344937,8.64077353
Merged-chr15-102232988-5,11.15226453,2.774394521,3.846751439,17.36745381,19.76754877,13.49846748,5.924470163,16.87782335
