Peaks,YoungWT1_Ly6Chigh,YoungWT2_Ly6Chigh,YoungWT3_Ly6Chigh,OldWT1_Ly6Chigh,OldWT2_Ly6Chigh,OldWT3_Ly6Chigh,y,o
Merged-chr4-145585164-20,54.93204009,89.63638861,127.8696055,24.35494653,32.49053239,41.71514349,90.81267807,32.8535408
Merged-chr13-41484107-6,11.58203902,15.37753141,8.967237463,5.525170884,2.376241469,5.11678361,11.97560263,4.339398654
Merged-chr16-32634367-2,7.421374104,13.51685011,4.852879588,2.929293184,1.235471798,5.200965315,8.597034601,3.121910099
Merged-chr7-15930077-3,6.419968726,13.51685011,10.69610608,5.409390012,0.53465433,5.200965315,10.21097497,3.715003219
Merged-chr7-103861120-6,4.857626686,9.297304305,20.44710169,2.12677581,5.363516458,5.11678361,11.53401089,4.202358626
Merged-chr2-164822959-22,94.00407198,80.35494755,91.73638103,38.64253544,32.93534325,25.48192758,88.69846685,32.35326876
Merged-chr10-37290184-9,7.996269281,16.3060414,13.35823959,4.725041846,8.013475182,1.012385061,12.55351676,4.58363403
Merged-chr10-89883745-8,5.465560712,8.9367604,13.35823959,2.12677581,5.485414559,2.536525208,9.253520234,3.382905192
Merged-chr1-160025806-9,5.38716003,15.37753141,16.93811521,3.014684493,5.684324919,5.11678361,12.56760222,4.605264341
Merged-chr9-102867116-4,3.018864042,8.81725382,10.69610608,2.12677581,3.5946972,2.536525208,7.510741314,2.752666073
Merged-chr6-22356174-20,109.9336662,178.008791,172.1437112,76.25912251,39.05394647,53.54787487,153.3620561,56.28698128
Merged-chr17-13715696-5,6.812156826,13.51685011,7.263974308,5.525170884,3.5946972,1.012385061,9.197660415,3.377417715
Merged-chr4-128849156-6,6.419716249,9.24660144,20.71505342,5.525170884,1.930865925,5.928693338,12.1271237,4.461576716
Merged-chr10-96430351-9,10.37071871,13.75143338,14.86956662,4.725041846,8.616796932,1.012385061,12.99723957,4.78474128
Merged-chr7-125707828-18,121.6957664,148.6853512,102.2205389,33.39795503,79.26799751,25.03477711,124.2005522,45.90024322
Merged-chr17-44690587-3,6.812156826,8.81725382,5.325370907,4.801990711,1.930865925,1.012385061,6.984927184,2.581747232
Merged-chr10-80167722-23,125.4600612,75.92931167,73.82663484,47.83262654,32.93534325,21.06056514,91.73866924,33.94284498
Merged-chr13-81351640-7,9.229490703,14.3541771,13.19774147,2.12677581,8.956426278,2.536525208,12.26046976,4.539909099
Merged-chr14-70057148-23,111.7974379,97.07825459,96.72555263,33.29678986,54.48249535,25.48192758,101.8670817,37.7537376
Merged-chr4-128610167-22,102.8281113,73.87347916,118.7370388,26.6966575,47.80749766,35.06184212,98.47954309,36.52199909
Merged-chr4-126753533-22,123.5856612,157.0765456,154.0489762,54.88225016,32.88579434,73.52707224,144.9037277,53.76503891
Merged-chr4-150608873-10,7.117897839,13.51685011,10.69610608,2.12677581,3.601082098,5.928693338,10.44361801,3.885517082
Merged-chr1-138940641-16,6.812156826,16.3060414,11.17194833,2.12677581,2.073015563,8.562242744,11.43004885,4.254011372
Merged-chr5-142938503-11,12.59074503,6.436595288,15.25878071,2.12677581,5.438329456,5.200965315,11.42870701,4.25535686
Merged-chr6-4749376-16,7.421374104,9.24660144,15.75244714,1.452128245,5.363516458,5.265942068,10.80680756,4.02719559
Merged-chr3-100409434-4,3.890143056,9.297304305,19.27747028,5.409390012,5.684324919,1.012385061,10.82163921,4.035366664
Merged-chr4-119923219-9,11.15226453,15.79713173,16.18402104,4.725041846,5.438329456,5.928693338,14.37780577,5.364021547
Merged-chr1-179477267-8,5.38716003,8.9367604,14.86956662,3.014684493,5.363516458,2.536525208,9.73116235,3.638242053
Merged-chr3-68669995-10,4.356971098,8.81725382,8.967237463,0.711725334,2.376241469,5.200965315,7.38048746,2.762977373
Merged-chr10-37321395-13,51.94961873,99.54269457,139.4111924,39.29227719,40.03572711,29.60379514,96.96783523,36.31059981
Merged-chr14-30362529-5,9.229490703,13.51685011,2.120114017,2.12677581,1.930865925,5.265942068,8.288818277,3.107861268
Merged-chr9-104445070-2,3.603441761,7.026302849,13.35823959,5.409390012,3.5946972,0,7.995994733,3.001362404
Merged-chr3-31138657-11,9.229490703,13.51685011,13.19774147,3.014684493,5.363516458,5.11678361,11.98136076,4.498328187
Merged-chr1-66700810-21,71.2146926,101.3145986,115.5367322,26.6966575,46.49525147,34.96349193,96.0220078,36.0518003
Merged-chr10-4387068-24,134.5527392,157.0765456,89.15447515,47.16275754,70.87447302,25.03477711,126.92792,47.69066922
Merged-chr8-115398225-18,64.50886721,83.03207922,108.8995542,54.88225016,21.35238779,20.14462202,85.48016688,32.12641999
Merged-chr5-149636430-19,147.8038372,231.1322854,155.432116,51.10877289,100.0239843,50.04991176,178.1227462,67.06088965
Merged-chr5-128617778-8,18.7816849,16.3060414,18.94881264,2.929293184,11.50560789,5.928693338,18.01217965,6.787864804
Merged-chr13-19395853-24,105.3757412,107.6709874,134.3712683,51.53603142,44.77493863,34.77699702,115.805999,43.69598902
Merged-chr14-31336560-23,120.7947062,70.3558444,89.12823722,24.35494653,49.23708108,32.22539981,93.42626261,35.27247581
Merged-chr10-86475476-3,5.38716003,13.47834056,8.967237463,2.929293184,5.04330652,2.536525208,9.277579351,3.503041637
Merged-chr1-178276374-6,3.931186282,9.24660144,14.86956662,3.014684493,2.376241469,5.200965315,9.349118114,3.530630426
Merged-chr15-4027432-15,72.98503671,60.92101456,81.06522506,33.29678986,21.35238779,26.70961044,71.65709211,27.11959603
Merged-chr5-31576873-2,10.33691393,12.82737851,10.69610608,4.801990711,5.485414559,2.536525208,11.28679951,4.274643493
Merged-chr17-6430141-21,64.79737389,65.14144629,87.51359524,39.18593188,23.30355427,20.14462202,72.48413847,27.54470272
Merged-chr9-54821893-2,3.018864042,3.513151424,11.17194833,4.801990711,1.930865925,0,5.901321265,2.244285545
Merged-chr2-174117109-10,13.35847339,25.86557736,28.31322199,10.33639139,10.23944051,5.11678361,22.51242425,8.56420517
Merged-chr10-19591898-24,142.1884964,89.63638861,111.5588642,55.77492578,39.05394647,35.81748527,114.4612497,43.54878584
Merged-chr6-53370124-19,34.79216541,47.73608773,55.12904623,24.14163207,23.10437859,5.200965315,45.88576646,17.48232533
Merged-chr2-166719470-2,5.38716003,8.9367604,2.253568976,2.929293184,2.376241469,1.012385061,5.525829802,2.105973238
Merged-chr14-48189516-22,13.70099835,19.97170524,33.35363884,10.33639139,10.05326886,5.200965315,22.34211414,8.530208522
Merged-chr7-39552749-19,123.0326625,135.8477398,134.4411753,45.17632545,84.12679253,21.06056514,131.1071925,50.12122771
Merged-chr16-90885731-7,13.35847339,13.75143338,13.19774147,4.725041846,5.485414559,5.200965315,13.43588275,5.137140573
Merged-chr15-53346208-23,93.86616027,101.6651974,139.4111924,33.29678986,69.46988833,25.48192758,111.6475167,42.74953526
Merged-chr6-91286789-2,4.196379074,9.24660144,13.19774147,2.929293184,2.073015563,5.200965315,8.880240661,3.401091354
Merged-chr2-144659265-11,3.890143056,13.47834056,10.69610608,2.929293184,6.80754012,1.012385061,9.354863232,3.583072788
Merged-chr10-77259216-24,125.4186544,134.1244188,122.9854452,33.39795503,77.30156475,35.81748527,127.5095061,48.83900168
Merged-chr6-89638164-6,9.910897054,16.3060414,14.86956662,5.525170884,5.04330652,5.200965315,13.69550169,5.256480906
Merged-chr6-13069741-20,72.36716291,87.94963802,110.6389494,47.91301953,21.35238779,34.77699702,90.31858344,34.68080145
Merged-chr2-84064579-7,6.90469616,18.12131032,15.25878071,4.801990711,5.485414559,5.200965315,13.4282624,5.162790195
Merged-chr7-97741201-10,13.57666987,16.3060414,19.19859493,4.725041846,8.956426278,5.200965315,16.3604354,6.29414448
Merged-chr5-139479250-3,11.81958661,19.2068918,14.86956662,8.80957802,3.601082098,5.265942068,15.29868168,5.892200729
Merged-chr10-14293143-6,13.70099835,19.5592663,16.93811521,4.801990711,8.616796932,5.928693338,16.73279329,6.449160327
Merged-chr8-92881438-14,10.68677871,19.87772074,16.18402104,1.452128245,5.684324919,10.89552874,15.58284016,6.010660635
Merged-chr8-79613215-9,9.521763001,20.53842371,24.23453407,10.39591812,8.013475182,2.536525208,18.09824026,6.981972837
Merged-chr11-121673247-24,155.8126544,159.4771547,146.2053477,51.10877289,94.7110877,32.22539981,153.8317189,59.34842013
Merged-chr1-13029543-3,3.931186282,8.9367604,13.35823959,2.12677581,2.073015563,5.928693338,8.742062091,3.37616157
Merged-chr6-100155794-6,6.419716249,13.51685011,8.967237463,4.725041846,5.438329456,1.012385061,9.634601274,3.725252121
Merged-chr4-111719952-22,91.19506703,122.3532978,206.0002826,66.29966906,63.78484549,32.22539981,139.8495491,54.10330479
Merged-chr14-40979190-7,4.195670466,8.9367604,20.71505342,5.525170884,5.04330652,2.536525208,11.28249476,4.368334204
Merged-chr10-128696449-24,219.753726,178.2285088,186.9222423,89.60992642,96.44273031,40.51020881,194.968159,75.52095518
Merged-chr6-26297588-11,7.392040609,19.5592663,25.28170529,9.526068654,5.485414559,5.265942068,17.41100407,6.75914176
Merged-chr7-120635186-17,45.24006381,65.45895963,124.1618878,44.86902254,20.8425247,25.49600081,78.28697041,30.40251602
Merged-chr13-9093782-24,103.6794929,142.4152971,186.8934407,53.64126746,89.52062155,25.03477711,144.3294102,56.06555537
Merged-chr10-118599820-8,6.812156826,3.513151424,24.23453407,5.525170884,5.363516458,2.536525208,11.51994744,4.47507085
Merged-chr6-144571038-18,20.63319001,53.27587316,83.51551221,24.96047106,19.76754877,16.43152432,52.47485846,20.38651472
Merged-chr15-99642796-11,20.63319001,19.87772074,19.27747028,10.39591812,10.29888574,2.536525208,19.92946034,7.743776356
Merged-chr6-85037883-3,4.196379074,2.774394521,13.19774147,2.929293184,2.376241469,2.536525208,6.722838355,2.614019954
Merged-chr13-104661352-13,1.789388501,12.82737851,16.93811521,2.929293184,6.80754012,2.536525208,10.51829407,4.091119504
Merged-chr14-120652261-9,4.233833095,8.9367604,19.27747028,8.166181872,1.930865925,2.536525208,10.81602126,4.211191002
Merged-chr17-17749552-7,5.38716003,13.51685011,15.75244714,2.12677581,5.438329456,5.928693338,11.55215243,4.497932868
Merged-chr11-105589714-22,15.79808993,29.98746557,39.38111786,16.15338584,11.08664101,5.928693338,28.38889112,11.05624006
Merged-chr8-105413681-4,10.82454565,8.81725382,13.35823959,5.525170884,2.073015563,5.265942068,11.00001302,4.288042838
Merged-chr9-88523045-17,159.8910455,295.3328262,228.4937098,109.5341175,100.0239843,57.01897291,227.9058605,88.8590249
Merged-chr2-68843490-5,6.33854016,8.9367604,15.25878071,5.409390012,5.485414559,1.012385061,10.17802709,3.969063211
Merged-chr1-157412650-24,89.21383286,175.5330026,166.2507554,47.16275754,95.88317114,25.03477711,143.6658636,56.02690193
Merged-chr9-88439040-17,104.9430671,146.9222838,122.9069052,33.39795503,87.89003067,25.03477711,124.9240854,48.77425427
Merged-chr9-106821839-15,96.48912492,94.20834922,101.6557922,54.88225016,21.35238779,38.02255508,97.45108878,38.08573101
Merged-chrX-85776845-15,61.04203071,115.6242697,125.1850104,47.91301953,46.49525147,23.56871802,100.6171036,39.32566301
Merged-chr2-158893649-7,6.079502033,8.9367604,25.83881195,5.409390012,5.363516458,5.200965315,13.61835813,5.324623928
Merged-chr5-25529702-21,181.946536,198.5388655,227.6260353,71.9501123,125.3144772,40.51020881,202.7038123,79.2582661
Merged-chr7-38107646-19,104.5137461,115.6242697,145.4932951,76.25912251,32.93534325,33.80568951,121.8771036,47.66671842
Merged-chr11-90418107-16,12.29975988,16.3060414,21.83704078,10.39591812,6.80754012,2.536525208,16.81428069,6.579994483
Merged-chr12-113588226-2,3.603441761,3.513151424,13.19774147,1.452128245,1.235471798,5.265942068,6.771444885,2.651180704
Merged-chr4-152078416-9,23.77010499,32.07123,28.31322199,18.87766719,8.956426278,5.200965315,28.05151899,11.01168626
Merged-chr17-83350843-22,98.86905734,122.5067315,78.97568351,59.9431897,32.49053239,25.48192758,100.1171575,39.30521656
Merged-chr8-84701399-17,35.6225957,35.32277902,21.83704078,22.35341719,8.956426278,5.11678361,30.92747183,12.14220903
Merged-chr13-13954493-24,151.0149659,237.750254,198.4499468,61.08627173,114.3739753,55.14561631,195.7383889,76.86862111
Merged-chr2-57587264-20,51.69546208,71.42454272,167.6811588,24.35494653,63.1541211,26.70961044,96.9337212,38.07289269
Merged-chr17-72934340-15,6.079502033,8.81725382,13.35823959,4.725041846,5.363516458,1.012385061,9.418331814,3.700314455
Merged-chr3-123207565-6,6.249578193,12.82737851,22.1475531,2.929293184,8.013475182,5.265942068,13.74150327,5.402903478
Merged-chr3-144238686-15,4.559205934,8.81725382,10.69610608,2.12677581,2.073015563,5.265942068,8.024188611,3.15524448
Merged-chr15-91282942-12,6.249578193,13.51685011,14.86956662,2.12677581,8.956426278,2.536525208,11.54533164,4.539909099
Merged-chr9-122923128-4,6.33854016,9.24660144,15.25878071,1.452128245,5.438329456,5.265942068,10.28130744,4.052133256
Merged-chr3-31109320-8,11.15226453,13.51685011,11.17194833,5.409390012,3.601082098,5.11678361,11.94702099,4.70908524
